who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VBZ is) (NP (NP (DT the) (NN author)) (PP (IN of) (NP (@NP (@NP (@NP (NP (DT the) (NN book)) (, ,)) (`` ``)) (NP (@NP (NP (DT the) (@NP (NN iron) (NN lady))) (: :)) (NP (NP (DT a) (NN biography)) (PP (IN of) (NP (NN margaret) (NN thatcher)))))) ('' ''))))) (. ?))))
0	0	shetrit headed a delegation of israeli businessmen whose task was to find ways of stepping up trade and tourist exchange between the two countries .	(ROOT (S (NP (NN shetrit)) (@S (VP (VBD headed) (NP (@NP (NP (DT a) (NN delegation)) (PP (IN of) (NP (JJ israeli) (NNS businessmen)))) (SBAR (WHNP (WP$ whose) (NN task)) (S (VP (VBD was) (S (VP (TO to) (VP (VB find) (NP (NP (NNS ways)) (PP (IN of) (S (VP (@VP (VBG stepping) (PRT (RP up))) (NP (NP (NN trade) (@NP (CC and) (@NP (NN tourist) (NN exchange)))) (PP (IN between) (NP (DT the) (@NP (CD two) (NNS countries))))))))))))))))) (. .))))
0	0	stressing the importance of the agreement for the development of bilateral trade relations and the conclusion of the treaty , vilkelis said the agreement will create favorable conditions and opportunities for political and economic cooperation of the two countries and the growth of their economies .	(ROOT (S (S (VP (VBG stressing) (NP (NP (DT the) (NN importance)) (PP (IN of) (NP (NP (DT the) (NN agreement)) (PP (IN for) (NP (@NP (NP (NP (DT the) (NN development)) (PP (IN of) (NP (JJ bilateral) (@NP (NN trade) (NNS relations))))) (CC and)) (NP (NP (DT the) (NN conclusion)) (PP (IN of) (NP (DT the) (NN treaty))))))))))) (@S (, ,) (@S (NP (NN vilkelis)) (@S (VP (VBD said) (SBAR (S (NP (DT the) (NN agreement)) (VP (MD will) (VP (@VP (VB create) (NP (JJ favorable) (@NP (@NP (NNS conditions) (CC and)) (NNS opportunities)))) (PP (IN for) (NP (@NP (NP (NP (JJ political) (@NP (CC and) (@NP (JJ economic) (NN cooperation)))) (PP (IN of) (NP (DT the) (@NP (CD two) (NNS countries))))) (CC and)) (NP (NP (DT the) (NN growth)) (PP (IN of) (NP (PRP$ their) (NNS economies))))))))))) (. .))))))
0	0	the agreement is also of considerable significance for over small <num> joint venture manufacturing and trading companies that have their operations in lithuania .	(ROOT (S (NP (DT the) (NN agreement)) (@S (VP (@VP (@VP (VBZ is) (ADVP (RB also))) (PP (IN of) (NP (JJ considerable) (NN significance)))) (PP (IN for) (@PP (IN over) (NP (NP (JJ small) (@NP (JJ <num>) (@NP (JJ joint) (@NP (NN venture) (@NP (NN manufacturing) (@NP (CC and) (@NP (NN trading) (NNS companies)))))))) (SBAR (WHNP (WDT that)) (S (VP (@VP (VBP have) (NP (PRP$ their) (NNS operations))) (PP (IN in) (NP (NN lithuania)))))))))) (. .))))
0	0	poland and lithuania signed an agreement on mutual trade and economic cooperation in february <num> and since then have developed their trade exchange in all branches of the economy , chiefly in the construction materials industry , the food-processing sector , finances , banking , tourism , and health care .	(ROOT (S (NP (@NP (NN poland) (CC and)) (NN lithuania)) (@S (VP (@VP (VP (@VP (@VP (VBD signed) (NP (DT an) (NN agreement))) (PP (IN on) (NP (@NP (NP (JJ mutual) (NN trade)) (CC and)) (NP (JJ economic) (NN cooperation))))) (PP (IN in) (NP (NNP february) (NNP <num>)))) (CC and)) (VP (ADVP (IN since) (RB then)) (@VP (VBP have) (VP (@VP (@VP (VBN developed) (NP (PRP$ their) (@NP (NN trade) (NN exchange)))) (PP (@PP (@PP (IN in) (NP (NP (DT all) (NNS branches)) (PP (IN of) (NP (DT the) (NN economy))))) (, ,)) (ADVP (RB chiefly)))) (PP (IN in) (NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (NP (DT the) (@NP (NN construction) (@NP (NNS materials) (NN industry)))) (, ,)) (NP (DT the) (@NP (JJ food-processing) (NN sector)))) (, ,)) (NP (NNS finances))) (, ,)) (NP (NN banking))) (, ,)) (NP (NN tourism))) (, ,)) (CC and)) (NP (NN health) (NN care)))))))) (. .))))
0	0	poland 's western border was crossed by some <num> million people in <num> .	(ROOT (S (NP (NP (NN poland) (POS 's)) (@NP (JJ western) (NN border))) (@S (VP (VBD was) (VP (VBN crossed) (PP (IN by) (NP (NP (QP (DT some) (@QP (CD <num>) (CD million))) (NNS people)) (PP (IN in) (NP (NN <num>))))))) (. .))))
0	0	liberadzki also announced that the transport ministry will examine the proposal by the german air carrier lufthansa to become a strategic partner of lot polish airlines .	(ROOT (S (NP (NN liberadzki)) (@S (ADVP (RB also)) (@S (VP (VBD announced) (SBAR (IN that) (S (NP (DT the) (@NP (NN transport) (NN ministry))) (VP (MD will) (VP (@VP (@VP (VB examine) (NP (DT the) (NN proposal))) (PP (IN by) (NP (DT the) (@NP (JJ german) (@NP (NN air) (@NP (NN carrier) (NN lufthansa))))))) (S (VP (TO to) (VP (VB become) (NP (NP (DT a) (@NP (JJ strategic) (NN partner))) (PP (IN of) (NP (NN lot) (@NP (NN polish) (NNS airlines))))))))))))) (. .)))))
0	0	-lrb- warsaw pap in english <num> gmt <num> jan <num> au -rrb- one-third of state farms privatized in <num> : the agricultural property agency of the state treasury last year managed to sell or lease into private hands almost one-third of land formerly under cultivation by the state farms .	(ROOT (S (@S (@S (S (NP (NP (JJ -lrb-) (@NP (NN warsaw) (NN pap))) (PP (IN in) (NP (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN jan) (@NP (NN <num>) (@NP (NN au) (@NP (JJ -rrb-) (NN one-third))))))))) (PP (IN of) (NP (NN state) (NNS farms)))))) (VP (VBN privatized) (PP (IN in) (NP (NN <num>))))) (: :)) (S (NP (@NP (NP (DT the) (@NP (JJ agricultural) (@NP (NN property) (NN agency)))) (PP (IN of) (NP (DT the) (@NP (NN state) (NN treasury))))) (NP-TMP (JJ last) (NN year))) (VP (@VP (@VP (@VP (@VP (VBD managed) (S (VP (TO to) (VP (@VP (VB sell) (CC or)) (VB lease))))) (PP (IN into) (NP (JJ private) (NNS hands)))) (NP (NP (QP (RB almost) (NN one-third))) (PP (IN of) (NP (NN land))))) (PP (ADVP (RB formerly)) (@PP (IN under) (NP (NN cultivation))))) (PP (IN by) (NP (DT the) (@NP (NN state) (NNS farms))))))) (. .)))
0	0	the agency put to the bloc last year <num> million hectares of state farm land , of which nearly <num> percent found customers .	(ROOT (S (NP (DT the) (NN agency)) (@S (VP (@VP (@VP (VBD put) (PP (TO to) (NP (DT the) (NN bloc)))) (NP-TMP (JJ last) (NN year))) (NP (@NP (@NP (NP (QP (CD <num>) (CD million)) (NNS hectares)) (PP (IN of) (NP (NN state) (@NP (NN farm) (NN land))))) (, ,)) (PP (IN of) (SBAR (WHNP (WDT which)) (S (ADVP (RB nearly)) (VP (VBP <num>) (SBAR (S (NP (NN percent)) (VP (VBD found) (NP (NNS customers))))))))))) (. .))))
0	0	-lrb- warsaw pap in english <num> gmt <num> jan <num> au -rrb- survey shows rising production , slower exports : a poll conducted by the central office of planning -lrb- cup -rrb- in <num> enterprises shows that most plants expect the growing production trend to continue but feel export sales will slow down .	(ROOT (S (@S (@S (S (NP (NP (JJ -lrb-) (@NP (NN warsaw) (NN pap))) (PP (IN in) (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN jan) (@NP (NN <num>) (@NP (NN au) (@NP (NN -rrb-) (NN survey))))))))))) (VP (VBZ shows) (NP (@NP (NP (VBG rising) (NN production)) (, ,)) (NP (JJR slower) (NNS exports))))) (: :)) (S (NP (NP (DT a) (NN poll)) (VP (VBN conducted) (PP (IN by) (NP (NP (DT the) (@NP (JJ central) (NN office))) (PP (IN of) (S (VP (VBG planning) (SBAR (S (NP (NP (JJ -lrb-) (@NP (NN cup) (NN -rrb-))) (PP (IN in) (NP (JJ <num>) (NNS enterprises)))) (VP (VBZ shows) (SBAR (IN that) (S (NP (JJS most) (NNS plants)) (VP (VBP expect) (S (NP (DT the) (@NP (VBG growing) (@NP (NN production) (NN trend)))) (VP (TO to) (VP (@VP (@VP (VB continue) (CC but)) (VB feel)) (NP (NN export) (NNS sales)))))))))))))))))) (VP (MD will) (VP (VB slow) (PRT (RP down)))))) (. .)))
0	0	in a similar poll carried out last november , <num> percent of the polled firms reported growing production .	(ROOT (S (PP (IN in) (NP (NP (DT a) (@NP (JJ similar) (NN poll))) (SBAR (S (VP (@VP (VBD carried) (PRT (RP out))) (NP-TMP (JJ last) (NNP november))))))) (@S (, ,) (@S (NP (NP (JJ <num>) (NN percent)) (PP (IN of) (NP (DT the) (@NP (VBN polled) (NNS firms))))) (@S (VP (VBD reported) (S (VP (VBG growing) (NP (NN production))))) (. .))))))
0	0	the already existing regular connections between warsaw , lvov , and kiev will be extended to two more cities in each of the countries .	(ROOT (S (NP (NP (DT the) (@NP (ADJP (RB already) (VBG existing)) (@NP (JJ regular) (NNS connections)))) (PP (IN between) (NP (@NP (@NP (@NP (@NP (NP (NN warsaw)) (, ,)) (NP (NN lvov))) (, ,)) (CC and)) (NP (NN kiev))))) (@S (VP (MD will) (VP (VB be) (VP (VBN extended) (PP (TO to) (NP (NP (CD two) (@NP (JJR more) (NNS cities))) (PP (IN in) (NP (NP (DT each)) (PP (IN of) (NP (DT the) (NNS countries)))))))))) (. .))))
0	0	the new notes , with face values of z500,000 zlotys and z1,000 , <num> are improved versions of the existing notes .	(ROOT (S (NP (DT the) (@NP (JJ new) (NNS notes))) (@S (, ,) (@S (PP (IN with) (NP (NP (NN face) (NNS values)) (PP (IN of) (NP (@NP (NP (CD z500) (@NP (CD ,000) (NNS zlotys))) (CC and)) (NP (NN z1) (CD ,000)))))) (@S (, ,) (@S (NP (NN <num>)) (@S (VP (VBP are) (NP (NP (VBN improved) (NNS versions)) (PP (IN of) (NP (DT the) (@NP (VBG existing) (NNS notes)))))) (. .))))))))
0	0	however , the existing <num> and <num> , <num> zloty notes are to remain in circulation alongside the new ones , and will be replaced only as they become worn out .	(ROOT (S (ADVP (RB however)) (@S (, ,) (@S (NP (@NP (NP (DT the) (@NP (VBG existing) (NN <num>))) (CC and)) (NP (@NP (NP (NN <num>)) (, ,)) (NP (NN <num>) (@NP (NN zloty) (NNS notes))))) (@S (VP (VBP are) (S (VP (TO to) (VP (@VP (@VP (VP (@VP (VB remain) (PP (IN in) (NP (NN circulation)))) (PP (IN alongside) (NP (DT the) (@NP (JJ new) (NNS ones))))) (, ,)) (CC and)) (VP (MD will) (VP (VB be) (VP (VBN replaced) (SBAR (RB only) (@SBAR (IN as) (S (NP (PRP they)) (VP (VBP become) (VP (VBN worn) (PRT (RP out)))))))))))))) (. .))))))
0	0	-lrb- warsaw pap in english <num> gmt <num> jan <num> au -rrb- third anniversary of stock exchange : wieslaw rozlucki , president of the warsaw stock exchange , presented prime minister waldemar pawlak with one share in the warsaw exchange at the inauguration of the third year of its operations on <num> january .	(ROOT (S (NP (@NP (@NP (NP (JJ -lrb-) (@NP (NN warsaw) (NN pap))) (PP (IN in) (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN jan) (@NP (NN <num>) (NN au))))))))) (NP (@NP (NP (NP (JJ -rrb-) (@NP (JJ third) (NN anniversary))) (PP (IN of) (NP (NN stock) (NN exchange)))) (: :)) (NP (@NP (NP (NN wieslaw) (NN rozlucki)) (, ,)) (NP (NP (NN president)) (PP (IN of) (NP (DT the) (@NP (NN warsaw) (@NP (NN stock) (NN exchange))))))))) (, ,)) (@S (VP (@VP (@VP (@VP (VBD presented) (NP (JJ prime) (@NP (NN minister) (@NP (NN waldemar) (NN pawlak))))) (PP (IN with) (NP (NP (CD one) (NN share)) (PP (IN in) (NP (DT the) (@NP (NN warsaw) (NN exchange))))))) (PP (IN at) (NP (NP (DT the) (NN inauguration)) (PP (IN of) (NP (NP (DT the) (@NP (JJ third) (NN year))) (PP (IN of) (NP (NP (PRP$ its) (NNS operations)) (PP (IN on) (NP (NN <num>)))))))))) (NP-TMP (NNP january))) (. .))))
0	0	under the stock market regulations , one share in the stock exchange makes its holder eligible to apply for direct participation in stock market tradings .	(ROOT (S (PP (IN under) (NP (DT the) (@NP (NN stock) (@NP (NN market) (NNS regulations))))) (@S (, ,) (@S (NP (NP (CD one) (NN share)) (PP (IN in) (NP (DT the) (@NP (NN stock) (NN exchange))))) (@S (VP (VBZ makes) (S (NP (PRP$ its) (NN holder)) (ADJP (NN eligible) (S (VP (TO to) (VP (VB apply) (PP (IN for) (NP (NP (JJ direct) (NN participation)) (PP (IN in) (NP (NN stock) (@NP (NN market) (NNS tradings)))))))))))) (. .))))))
0	0	in <num> , prices of securities rose over <num> fold and turnover <num> -fold , rozlucki said .	(ROOT (S (S (PP (IN in) (NP (NN <num>))) (@S (, ,) (@S (NP (NP (NNS prices)) (PP (IN of) (NP (NNS securities)))) (VP (VBD rose) (PP (IN over) (NP (@NP (NP (NN <num>) (@NP (NN fold) (@NP (CC and) (@NP (NN turnover) (NN <num>))))) (: -)) (NP (NN fold)))))))) (@S (, ,) (@S (NP (NN rozlucki)) (@S (VP (VBD said)) (. .))))))
0	0	the firm wants to invest $ <num> million over the space of three years and eventually employ <num> workers .	(ROOT (S (NP (DT the) (NN firm)) (@S (VP (VBZ wants) (S (VP (TO to) (VP (@VP (VP (VB invest) (NP (NP (QP (@QP ($ $) (CD <num>)) (CD million))) (PP (IN over) (NP (NP (DT the) (NN space)) (PP (IN of) (NP (CD three) (NNS years))))))) (CC and)) (VP (ADVP (RB eventually)) (@VP (VB employ) (NP (NN <num>) (NNS workers)))))))) (. .))))
0	0	`` rentsch poland `` will produce cardboard packaging for cigarettes , cosmetics , and food products for those western clients of `` rig rentsch `` who have their factories in poland .	(ROOT (S (`` ``) (@S (NP (NN rentsch) (NN poland)) (@S (`` ``) (@S (VP (MD will) (VP (@VP (VB produce) (NP (NP (NN cardboard) (NN packaging)) (PP (IN for) (NP (NNS cigarettes) (@NP (, ,) (@NP (NNS cosmetics) (@NP (, ,) (@NP (CC and) (@NP (NN food) (NNS products)))))))))) (PP (IN for) (NP (NP (DT those) (@NP (JJ western) (NNS clients))) (PP (@PP (IN of) (`` ``)) (NP (@NP (NP (NN rig) (NN rentsch)) (`` ``)) (SBAR (WHNP (WP who)) (S (VP (@VP (VBP have) (NP (PRP$ their) (NNS factories))) (PP (IN in) (NP (NN poland)))))))))))) (. .))))))
0	0	`` rig rentsch industrie holding ag `` has <num> factories in <num> west european countries .	(ROOT (S (`` ``) (@S (NP (NN rig) (@NP (NN rentsch) (NN industrie))) (@S (VP (VBG holding) (SBAR (S (NP (NN ag)) (@S (`` ``) (VP (VBZ has) (VP (VBN <num>) (NP (NP (NNS factories)) (PP (IN in) (NP (NN <num>) (@NP (NN west) (@NP (JJ european) (NNS countries)))))))))))) (. .)))))
0	0	-lrb- warsaw pap in english <num> gmt <num> jan <num> au -rrb- romania oltenita building river ship for swiss customer : the navol stock ship -building company of oltenita has signed a contract on the building of a second passenger river ship , apt to accommodate more than <num> in special comfort conditions , for a partner in switzerland .	(ROOT (NP (@NP (@NP (@NP (NP (NP (JJ -lrb-) (@NP (NN warsaw) (NN pap))) (PP (IN in) (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN jan) (@NP (NN <num>) (NN au))))))))) (S (NP (@NP (@NP (NP (NP (JJ -rrb-) (@NP (NN romania) (@NP (NN oltenita) (@NP (NN building) (@NP (NN river) (NN ship)))))) (PP (IN for) (NP (JJ swiss) (NN customer)))) (: :)) (NP (DT the) (@NP (NN navol) (@NP (NN stock) (NN ship))))) (: -)) (VP (VBG building) (SBAR (S (NP (NP (NN company)) (PP (IN of) (NP (NN oltenita)))) (VP (VBZ has) (VP (@VP (@VP (VBN signed) (NP (NP (DT a) (NN contract)) (PP (IN on) (NP (NP (DT the) (NN building)) (PP (IN of) (NP (DT a) (@NP (JJ second) (@NP (NN passenger) (@NP (NN river) (NN ship)))))))))) (, ,)) (S (ADJP (JJ apt) (S (VP (TO to) (VP (VB accommodate) (NP (NP (QP (JJR more) (@QP (IN than) (NP (NN <num>))))) (PP (IN in) (NP (JJ special) (@NP (NN comfort) (NNS conditions))))))))))))))))) (, ,)) (PP (IN for) (NP (NP (DT a) (NN partner)) (PP (IN in) (NP (NN switzerland)))))) (. .)))
0	0	george bozeanu , general manager of the company , says that the first ship being built for the same customer is in an advanced stage of assembly works .	(ROOT (S (NP (@NP (@NP (NP (NN george) (NN bozeanu)) (, ,)) (NP (NP (JJ general) (NN manager)) (PP (IN of) (NP (DT the) (NN company))))) (, ,)) (@S (VP (VBZ says) (SBAR (IN that) (S (NP (NP (DT the) (@NP (JJ first) (NN ship))) (VP (VBG being) (VP (VBN built) (PP (IN for) (NP (DT the) (@NP (JJ same) (NN customer))))))) (VP (VBZ is) (PP (IN in) (NP (NP (DT an) (@NP (JJ advanced) (NN stage))) (PP (IN of) (NP (NN assembly) (NNS works))))))))) (. .))))
0	0	-lrb- bucharest rompres in english <num> gmt <num> feb <num> au -rrb- privatization prospects in <num> : the state property fund -lrb- fps -rrb- privatized <num> companies in the first month of this year .	(ROOT (NP (@NP (NP (@NP (@NP (@NP (NP (JJ -lrb-) (@NP (NN bucharest) (NNS rompres))) (PP (IN in) (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN feb) (@NP (NN <num>) (@NP (NN au) (@NP (JJ -rrb-) (@NP (NN privatization) (NNS prospects)))))))))))) (PP (IN in) (NP (NN <num>)))) (: :)) (NP (NP (DT the) (@NP (NN state) (@NP (NN property) (NN fund)))) (NP (JJ -lrb-) (NNS fps)))) (NP (NP (JJ -rrb-) (@NP (VBN privatized) (@NP (NN <num>) (NNS companies)))) (PP (IN in) (NP (NP (DT the) (@NP (JJ first) (NN month))) (PP (IN of) (NP (DT this) (NN year))))))) (. .)))
0	0	the total number of enterprises that turned private is currently <num> with a total number of more than <num> employees .	(ROOT (S (NP (NP (DT the) (@NP (JJ total) (NN number))) (PP (IN of) (NP (NP (NNS enterprises)) (SBAR (WHNP (WDT that)) (S (VP (VBD turned) (ADJP (JJ private)))))))) (@S (VP (@VP (VBZ is) (ADVP (RB currently))) (VP (VBN <num>) (PP (IN with) (NP (NP (DT a) (@NP (JJ total) (NN number))) (PP (IN of) (NP (QP (JJR more) (@QP (IN than) (CD <num>))) (NNS employees))))))) (. .))))
0	0	the state property fund 's nominal capital is about <num> billion lei and the number of shares sold by it is <num> , <num> , with a total value of <num> billion lei .	(ROOT (S (NP (NP (DT the) (@NP (NN state) (@NP (NN property) (@NP (NN fund) (POS 's))))) (@NP (JJ nominal) (NN capital))) (@S (VP (VBZ is) (PP (IN about) (NP (@NP (NP (QP (CD <num>) (CD billion)) (NNS lei)) (CC and)) (NP (@NP (@NP (@NP (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NP (NNS shares)) (VP (VBN sold) (PP (IN by) (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ <num>))))))))) (, ,)) (NP (NN <num>))) (, ,)) (PP (IN with) (NP (NP (DT a) (@NP (JJ total) (NN value))) (PP (IN of) (NP (QP (CD <num>) (CD billion)) (NNS lei))))))))) (. .))))
0	0	the fps privatization offer through stock sale for <num> is estimated at <num> companies including <num> small , <num> medium and <num> big ones .	(ROOT (S (NP (NP (DT the) (@NP (NNS fps) (@NP (NN privatization) (NN offer)))) (PP (IN through) (NP (NP (NN stock) (NN sale)) (PP (IN for) (NP (NN <num>)))))) (@S (VP (VBZ is) (VP (VBN estimated) (PP (IN at) (NP (NP (JJ <num>) (NNS companies)) (PP (VBG including) (NP (@NP (NP (JJ <num>) (@NP (JJ small) (@NP (, ,) (@NP (JJ <num>) (NN medium))))) (CC and)) (NP (NN <num>) (@NP (JJ big) (NNS ones))))))))) (. .))))
0	0	the most numerous companies within this year 's privatization offer will be farming ones , that is , <num> .	(ROOT (S (NP (NP (DT the) (@NP (RBS most) (@NP (JJ numerous) (NNS companies)))) (PP (IN within) (NP (NP (DT this) (@NP (NN year) (POS 's))) (@NP (NN privatization) (NN offer))))) (@S (VP (MD will) (VP (@VP (VP (VB be) (VP (VBG farming) (NP (NNS ones)))) (PRN (, ,) (@PRN (INTJ (DT that) (VBZ is)) (, ,)))) (NP (NN <num>)))) (. .))))
0	0	eligible for privatization are also <num> industrial companies , <num> trade ones , <num> transport companies , <num> food industry companies , <num> building and <num> travel companies .	(ROOT (S (NP (NP (NN eligible)) (PP (IN for) (NP (NN privatization)))) (@S (VP (@VP (VBP are) (ADVP (RB also))) (NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (@NP (NP (JJ <num>) (@NP (JJ industrial) (NNS companies))) (, ,)) (NP (JJ <num>) (@NP (NN trade) (NNS ones)))) (, ,)) (NP (NN <num>) (@NP (NN transport) (NNS companies)))) (, ,)) (NP (JJ <num>) (@NP (NN food) (@NP (NN industry) (NNS companies))))) (, ,)) (NP (JJ <num>) (NN building))) (CC and)) (NP (NN <num>) (@NP (NN travel) (NNS companies))))) (. .))))
0	0	as many as <num> million tons of crude and <num> billion cu . m .	(ROOT (NP (NP (NP (QP (RB as) (@QP (JJ many) (@QP (@QP (IN as) (CD <num>)) (CD million)))) (NNS tons)) (PP (IN of) (NP (@NP (NP (NN crude)) (CC and)) (NP (QP (CD <num>) (CD billion)) (NN cu))))) (. .)))
0	0	-lrb- bucharest rompres in english <num> gmt <num> feb <num> au -rrb- agriculture minister reviews <num> results : the <num> agricultural production exceeded the <num> one with about <num> million tons of grain , <num> million tons of potatoes , <num> tons of grapes and <num> million tons of other fruits , said agriculture minister loan oancea .	(ROOT (S (@S (@S (S (NP (NP (JJ -lrb-) (@NP (NN bucharest) (NNS rompres))) (PP (IN in) (NP (JJ english) (@NP (NN <num>) (@NP (NN gmt) (@NP (NN <num>) (@NP (NN feb) (@NP (NN <num>) (@NP (NN au) (@NP (JJ -rrb-) (@NP (NN agriculture) (NN minister)))))))))))) (VP (VBZ reviews) (NP (JJ <num>) (NNS results)))) (: :)) (S (NP (DT the) (@NP (JJ <num>) (@NP (JJ agricultural) (NN production)))) (VP (@VP (@VP (@VP (@VP (VBD exceeded) (NP (DT the) (NN <num>))) (NP (CD one))) (PP (IN with) (NP (NP (QP (RB about) (@QP (CD <num>) (CD million))) (NNS tons)) (PP (IN of) (NP (NN grain)))))) (, ,)) (NP (@NP (@NP (NP (QP (CD <num>) (CD million)) (NNS tons)) (PP (IN of) (NP (@NP (@NP (@NP (NP (NNS potatoes)) (, ,)) (NP (NP (JJ <num>) (NNS tons)) (PP (IN of) (NP (NNS grapes))))) (CC and)) (NP (NP (QP (CD <num>) (CD million)) (NNS tons)) (PP (IN of) (NP (JJ other) (NNS fruits))))))) (, ,)) (VP (VBD said) (NP (NN agriculture) (@NP (NN minister) (@NP (NN loan) (NN oancea))))))))) (. .)))
